temperature_celsius,moisture_percent,ph_level,carbon_nitrogen_ratio,waste_type,days_to_degrade,required_action
58.7,67.6,6.5,18.6,Market_Vegetable,28,Add_Sawdust_Carbon
65.6,34.2,6.5,25.8,Yard_Waste,39,Add_Water
46.6,68.2,6.7,33.4,Market_Vegetable,31,Turn_Pile_Aeration
33.0,43.9,7.4,29.4,Mixed_Household,40,Add_Bacillus_Enzyme
64.6,69.4,4.8,44.2,Yard_Waste,50,Turn_Pile_Aeration
33.3,47.9,6.6,18.9,Yard_Waste,48,Add_Sawdust_Carbon
58.8,30.9,8.4,28.0,Market_Vegetable,32,Add_Water
67.4,51.1,5.7,19.9,Yard_Waste,41,Add_Sawdust_Carbon
40.1,76.8,6.6,23.5,Market_Vegetable,38,Turn_Pile_Aeration
41.3,58.1,6.7,18.8,Mixed_Household,37,Add_Sawdust_Carbon
57.6,25.6,7.1,32.8,Yard_Waste,41,Add_Water
36.9,59.5,7.4,33.2,Yard_Waste,43,Add_Bacillus_Enzyme
31.9,71.8,4.8,43.5,Yard_Waste,50,Add_Bacillus_Enzyme
41.9,32.6,6.8,33.5,Market_Vegetable,37,Add_Water
52.4,57.6,5.7,43.7,Mixed_Household,40,Optimal_No_Action
41.0,68.4,6.1,28.6,Yard_Waste,44,Turn_Pile_Aeration
32.7,46.4,6.4,21.1,Yard_Waste,49,Add_Bacillus_Enzyme
36.5,71.7,5.8,44.6,Mixed_Household,50,Add_Bacillus_Enzyme
73.9,27.8,6.0,31.8,Mixed_Household,45,Add_Water
40.9,27.4,6.3,19.2,Market_Vegetable,44,Add_Water
43.1,43.0,7.0,22.4,Market_Vegetable,31,Optimal_No_Action
66.6,76.0,7.4,20.7,Market_Vegetable,33,Turn_Pile_Aeration
52.4,50.9,6.5,24.3,Market_Vegetable,25,Optimal_No_Action
34.1,43.6,6.3,22.2,Yard_Waste,49,Add_Bacillus_Enzyme
45.9,23.0,6.5,41.5,Yard_Waste,50,Add_Water
60.3,37.1,4.5,18.2,Market_Vegetable,40,Add_Water
69.7,63.7,7.6,26.0,Mixed_Household,32,Turn_Pile_Aeration
32.3,53.7,6.0,23.7,Mixed_Household,41,Add_Bacillus_Enzyme
52.7,65.9,5.6,44.7,Yard_Waste,50,Turn_Pile_Aeration
57.5,27.7,4.9,26.2,Mixed_Household,43,Add_Water
55.1,41.9,5.1,33.1,Mixed_Household,40,Optimal_No_Action
52.5,22.7,5.0,25.0,Mixed_Household,48,Add_Water
53.4,28.9,8.1,19.2,Yard_Waste,49,Add_Water
44.3,43.6,7.0,40.3,Yard_Waste,44,Optimal_No_Action
45.1,69.7,6.6,36.3,Mixed_Household,40,Turn_Pile_Aeration
51.4,21.0,5.8,18.3,Mixed_Household,49,Add_Water
56.3,67.8,7.4,35.6,Market_Vegetable,28,Turn_Pile_Aeration
56.9,35.9,7.1,44.2,Yard_Waste,44,Add_Water
56.0,63.3,6.8,20.1,Yard_Waste,36,Optimal_No_Action
62.5,66.5,6.0,39.6,Market_Vegetable,32,Turn_Pile_Aeration
31.4,76.9,4.9,15.6,Mixed_Household,50,Add_Sawdust_Carbon
48.8,44.8,5.3,30.1,Yard_Waste,44,Optimal_No_Action
71.4,72.4,7.4,16.9,Market_Vegetable,36,Add_Sawdust_Carbon
53.3,53.7,8.5,29.4,Mixed_Household,32,Optimal_No_Action
44.1,30.4,8.1,25.3,Mixed_Household,44,Add_Water
60.4,72.1,7.2,39.1,Mixed_Household,34,Turn_Pile_Aeration
57.5,31.5,5.5,31.7,Market_Vegetable,35,Add_Water
72.4,78.9,7.6,36.1,Yard_Waste,48,Turn_Pile_Aeration
61.7,39.0,5.9,43.0,Yard_Waste,46,Add_Water
42.3,27.3,7.2,26.4,Mixed_Household,41,Add_Water
66.8,77.3,7.7,23.7,Mixed_Household,38,Turn_Pile_Aeration
73.0,24.7,8.2,34.7,Yard_Waste,50,Add_Water
51.6,32.1,6.7,43.0,Yard_Waste,48,Add_Water
42.2,26.6,7.5,22.2,Market_Vegetable,41,Add_Water
60.1,51.9,7.1,16.6,Mixed_Household,28,Add_Sawdust_Carbon
44.9,48.3,7.2,19.1,Yard_Waste,41,Add_Sawdust_Carbon
74.0,29.5,7.1,41.4,Mixed_Household,45,Add_Water
51.5,32.0,8.4,24.6,Yard_Waste,47,Add_Water
32.7,66.1,7.1,22.0,Yard_Waste,47,Add_Bacillus_Enzyme
62.5,76.2,8.2,20.3,Market_Vegetable,35,Turn_Pile_Aeration
72.0,22.2,7.8,38.6,Market_Vegetable,44,Add_Water
72.1,77.7,8.2,41.3,Market_Vegetable,44,Turn_Pile_Aeration
43.4,56.2,8.2,25.1,Mixed_Household,36,Optimal_No_Action
74.5,52.6,6.5,43.2,Yard_Waste,44,Turn_Pile_Aeration
51.1,31.6,5.0,19.9,Mixed_Household,48,Add_Water
59.2,63.1,4.6,25.1,Mixed_Household,37,Optimal_No_Action
55.6,65.4,5.2,40.7,Mixed_Household,42,Turn_Pile_Aeration
67.2,50.9,4.8,35.1,Market_Vegetable,35,Turn_Pile_Aeration
74.2,48.6,8.2,15.2,Mixed_Household,43,Add_Sawdust_Carbon
40.6,65.2,8.3,24.1,Yard_Waste,47,Turn_Pile_Aeration
55.8,35.7,5.9,22.1,Yard_Waste,43,Add_Water
35.3,38.4,6.1,30.1,Yard_Waste,49,Add_Water
64.6,61.4,7.1,43.2,Mixed_Household,34,Optimal_No_Action
57.7,33.1,5.0,19.6,Yard_Waste,49,Add_Water
74.5,42.4,7.3,42.4,Yard_Waste,47,Turn_Pile_Aeration
66.1,69.5,7.5,35.4,Yard_Waste,40,Turn_Pile_Aeration
69.3,24.9,6.3,36.1,Market_Vegetable,40,Add_Water
71.3,26.7,7.8,42.1,Market_Vegetable,44,Add_Water
55.8,29.0,5.8,30.6,Market_Vegetable,35,Add_Water
60.6,63.0,6.5,42.0,Mixed_Household,34,Optimal_No_Action
66.4,47.2,6.6,28.7,Market_Vegetable,23,Turn_Pile_Aeration
55.1,60.4,5.7,15.7,Mixed_Household,38,Add_Sawdust_Carbon
66.7,64.7,6.8,16.4,Mixed_Household,35,Add_Sawdust_Carbon
61.5,52.5,4.7,41.8,Mixed_Household,41,Optimal_No_Action
31.4,44.5,7.6,38.0,Yard_Waste,50,Add_Bacillus_Enzyme
59.1,45.2,8.5,26.5,Mixed_Household,32,Optimal_No_Action
46.9,61.0,7.1,31.2,Yard_Waste,36,Optimal_No_Action
68.7,27.1,8.5,26.8,Market_Vegetable,38,Add_Water
62.8,33.4,4.5,15.7,Mixed_Household,49,Add_Water
50.8,63.1,6.2,26.4,Market_Vegetable,27,Optimal_No_Action
41.1,40.8,5.6,43.1,Yard_Waste,50,Optimal_No_Action
64.4,21.9,7.1,33.4,Market_Vegetable,34,Add_Water
40.8,24.0,6.9,28.4,Yard_Waste,47,Add_Water
61.6,22.9,7.5,27.1,Market_Vegetable,31,Add_Water
54.3,65.3,7.6,19.2,Mixed_Household,35,Add_Sawdust_Carbon
40.5,75.0,6.8,32.3,Yard_Waste,46,Turn_Pile_Aeration
66.8,34.2,8.0,44.6,Yard_Waste,50,Add_Water
39.9,38.0,4.7,43.5,Yard_Waste,50,Add_Water
71.0,57.6,6.2,29.9,Mixed_Household,31,Turn_Pile_Aeration
72.4,60.3,7.6,24.6,Mixed_Household,33,Turn_Pile_Aeration
48.4,38.0,5.2,31.1,Market_Vegetable,38,Add_Water
68.2,38.0,7.3,39.2,Market_Vegetable,34,Add_Water
55.3,78.1,6.7,19.0,Market_Vegetable,33,Add_Sawdust_Carbon
41.5,39.8,4.8,28.5,Mixed_Household,46,Add_Water
34.2,63.5,5.3,23.1,Yard_Waste,50,Add_Bacillus_Enzyme
57.2,22.4,4.8,39.1,Yard_Waste,50,Add_Water
62.6,53.5,6.4,41.1,Mixed_Household,32,Optimal_No_Action
43.6,74.5,5.3,20.7,Yard_Waste,50,Turn_Pile_Aeration
35.3,80.0,6.4,22.3,Yard_Waste,50,Add_Bacillus_Enzyme
61.7,43.8,5.5,24.6,Mixed_Household,34,Optimal_No_Action
47.1,52.0,5.9,22.8,Yard_Waste,41,Optimal_No_Action
69.7,48.0,7.7,36.7,Mixed_Household,36,Turn_Pile_Aeration
71.1,42.2,6.2,31.9,Market_Vegetable,32,Turn_Pile_Aeration
63.4,21.0,6.7,32.5,Yard_Waste,44,Add_Water
48.8,29.1,5.8,26.4,Market_Vegetable,37,Add_Water
52.5,59.3,7.2,22.7,Mixed_Household,29,Optimal_No_Action
73.5,58.5,6.5,20.0,Mixed_Household,35,Turn_Pile_Aeration
37.6,63.2,6.5,42.5,Yard_Waste,50,Add_Bacillus_Enzyme
74.6,77.4,6.6,40.2,Market_Vegetable,40,Turn_Pile_Aeration
72.5,60.1,7.6,27.4,Yard_Waste,36,Turn_Pile_Aeration
40.4,62.4,4.5,30.2,Mixed_Household,46,Optimal_No_Action
32.7,58.3,8.2,42.4,Yard_Waste,50,Add_Bacillus_Enzyme
52.0,20.4,6.7,15.4,Yard_Waste,50,Add_Water
62.5,52.1,5.6,30.1,Yard_Waste,35,Optimal_No_Action
60.3,68.4,8.1,18.2,Market_Vegetable,31,Add_Sawdust_Carbon
53.6,34.5,7.0,22.6,Mixed_Household,34,Add_Water
42.0,43.8,6.0,27.2,Yard_Waste,43,Optimal_No_Action
40.9,61.8,5.7,39.8,Market_Vegetable,40,Optimal_No_Action
59.4,71.5,7.5,17.8,Mixed_Household,35,Add_Sawdust_Carbon
47.0,48.6,7.0,36.1,Market_Vegetable,28,Optimal_No_Action
52.5,46.0,7.6,32.0,Market_Vegetable,27,Optimal_No_Action
70.3,75.1,5.4,42.0,Yard_Waste,50,Turn_Pile_Aeration
69.9,48.5,4.7,17.2,Mixed_Household,45,Add_Sawdust_Carbon
70.5,53.8,4.6,42.9,Mixed_Household,46,Turn_Pile_Aeration
30.7,32.4,5.1,39.6,Mixed_Household,50,Add_Water
71.8,38.0,6.8,32.0,Mixed_Household,36,Add_Water
60.5,52.4,6.0,37.2,Yard_Waste,36,Optimal_No_Action
62.6,50.0,8.4,16.6,Mixed_Household,37,Add_Sawdust_Carbon
40.4,24.6,6.9,33.4,Yard_Waste,50,Add_Water
47.9,66.4,4.6,23.2,Mixed_Household,45,Turn_Pile_Aeration
52.1,41.3,8.3,28.0,Yard_Waste,40,Optimal_No_Action
56.4,42.8,7.6,23.9,Market_Vegetable,27,Optimal_No_Action
62.1,24.9,5.1,36.4,Yard_Waste,50,Add_Water
36.9,43.4,5.9,17.7,Mixed_Household,47,Add_Sawdust_Carbon
50.0,65.7,4.9,17.6,Mixed_Household,46,Add_Sawdust_Carbon
50.2,53.3,6.1,15.8,Mixed_Household,37,Add_Sawdust_Carbon
54.9,55.8,7.6,40.9,Market_Vegetable,28,Optimal_No_Action
43.1,43.3,4.8,42.0,Market_Vegetable,47,Optimal_No_Action
55.7,30.2,6.0,19.2,Mixed_Household,42,Add_Water
42.1,28.8,5.2,23.3,Mixed_Household,50,Add_Water
51.8,24.6,5.5,22.4,Yard_Waste,50,Add_Water
52.3,57.0,6.3,19.1,Market_Vegetable,28,Add_Sawdust_Carbon
72.7,39.9,7.0,39.1,Mixed_Household,39,Add_Water
49.8,45.8,7.8,34.5,Yard_Waste,41,Optimal_No_Action
36.1,39.2,8.3,21.0,Mixed_Household,48,Add_Water
38.0,43.9,5.8,37.0,Yard_Waste,50,Add_Bacillus_Enzyme
52.1,54.6,5.5,26.3,Mixed_Household,32,Optimal_No_Action
46.4,75.9,5.3,44.9,Market_Vegetable,48,Turn_Pile_Aeration
60.7,53.0,8.3,28.8,Yard_Waste,33,Optimal_No_Action
39.4,67.9,7.8,17.1,Mixed_Household,46,Add_Sawdust_Carbon
60.3,28.4,5.7,22.6,Market_Vegetable,35,Add_Water
62.2,67.3,4.8,44.7,Mixed_Household,47,Turn_Pile_Aeration
56.2,52.1,8.2,41.1,Mixed_Household,36,Optimal_No_Action
54.5,67.4,5.9,41.9,Yard_Waste,46,Turn_Pile_Aeration
56.7,74.9,4.9,22.4,Yard_Waste,48,Turn_Pile_Aeration
46.0,58.8,4.7,44.5,Yard_Waste,50,Optimal_No_Action
59.1,78.0,5.8,38.9,Market_Vegetable,37,Turn_Pile_Aeration
30.5,35.5,6.5,30.6,Yard_Waste,50,Add_Water
60.9,33.3,6.0,28.9,Yard_Waste,39,Add_Water
56.5,50.0,5.9,15.7,Market_Vegetable,31,Add_Sawdust_Carbon
43.3,75.2,4.8,39.9,Yard_Waste,50,Turn_Pile_Aeration
36.4,38.7,6.3,21.2,Mixed_Household,45,Add_Water
45.7,25.9,7.4,28.6,Market_Vegetable,36,Add_Water
43.5,68.6,5.0,40.5,Yard_Waste,50,Turn_Pile_Aeration
34.9,68.0,8.2,37.2,Yard_Waste,50,Add_Bacillus_Enzyme
37.9,29.6,6.7,43.8,Market_Vegetable,47,Add_Water
65.9,57.8,5.2,34.7,Mixed_Household,37,Turn_Pile_Aeration
31.3,56.8,5.3,32.8,Mixed_Household,46,Add_Bacillus_Enzyme
30.2,32.9,5.6,36.1,Market_Vegetable,50,Add_Water
56.0,68.0,6.6,26.0,Market_Vegetable,25,Turn_Pile_Aeration
50.6,35.7,8.0,30.8,Yard_Waste,44,Add_Water
44.1,43.3,6.1,18.4,Mixed_Household,42,Add_Sawdust_Carbon
68.0,57.0,7.8,36.2,Mixed_Household,33,Turn_Pile_Aeration
71.3,55.4,7.2,24.4,Market_Vegetable,23,Turn_Pile_Aeration
43.7,31.0,7.3,30.3,Mixed_Household,40,Add_Water
56.8,54.5,6.2,29.6,Yard_Waste,31,Optimal_No_Action
61.2,58.7,8.5,31.6,Mixed_Household,31,Optimal_No_Action
43.0,31.2,7.9,33.6,Mixed_Household,45,Add_Water
72.8,49.1,5.3,26.5,Yard_Waste,43,Turn_Pile_Aeration
52.7,49.7,7.2,27.5,Mixed_Household,27,Optimal_No_Action
52.0,25.0,4.6,37.8,Mixed_Household,50,Add_Water
31.5,33.5,5.7,38.4,Yard_Waste,50,Add_Water
63.4,66.0,6.7,18.4,Market_Vegetable,28,Add_Sawdust_Carbon
42.1,52.6,8.5,31.3,Market_Vegetable,34,Optimal_No_Action
64.2,46.5,5.4,27.8,Yard_Waste,38,Optimal_No_Action
67.4,65.1,5.7,45.0,Mixed_Household,44,Turn_Pile_Aeration
41.8,71.7,4.8,41.0,Market_Vegetable,49,Turn_Pile_Aeration
64.9,34.2,7.7,32.6,Mixed_Household,37,Add_Water
68.7,56.6,6.2,33.5,Market_Vegetable,27,Turn_Pile_Aeration
66.6,68.3,6.8,31.0,Yard_Waste,36,Turn_Pile_Aeration
54.2,39.4,7.3,23.7,Mixed_Household,33,Add_Water
72.9,50.9,8.1,39.5,Market_Vegetable,35,Turn_Pile_Aeration
73.3,67.1,8.2,44.8,Yard_Waste,50,Turn_Pile_Aeration
35.7,72.0,5.5,36.3,Market_Vegetable,46,Add_Bacillus_Enzyme
64.3,60.6,6.5,32.3,Mixed_Household,29,Optimal_No_Action
58.3,42.5,4.8,38.8,Market_Vegetable,38,Optimal_No_Action
48.1,65.0,7.3,41.3,Mixed_Household,39,Optimal_No_Action
72.8,39.6,4.5,38.2,Yard_Waste,50,Add_Water
34.2,78.3,7.0,35.9,Market_Vegetable,41,Add_Bacillus_Enzyme
65.8,43.9,8.4,39.7,Mixed_Household,41,Turn_Pile_Aeration
42.1,69.7,5.9,32.3,Yard_Waste,47,Turn_Pile_Aeration
68.4,67.3,8.1,37.9,Market_Vegetable,35,Turn_Pile_Aeration
34.5,67.0,6.3,18.7,Market_Vegetable,41,Add_Sawdust_Carbon
49.9,20.0,8.3,21.1,Yard_Waste,50,Add_Water
70.9,72.9,5.7,41.2,Mixed_Household,47,Turn_Pile_Aeration
34.2,41.6,4.8,34.9,Yard_Waste,50,Add_Bacillus_Enzyme
37.4,43.8,5.7,36.0,Market_Vegetable,42,Add_Bacillus_Enzyme
49.3,25.5,4.9,21.4,Market_Vegetable,46,Add_Water
36.0,33.6,7.2,15.3,Yard_Waste,50,Add_Water
45.5,27.2,7.9,35.8,Mixed_Household,47,Add_Water
33.2,43.0,7.4,18.1,Mixed_Household,46,Add_Sawdust_Carbon
46.5,38.0,6.0,39.4,Market_Vegetable,40,Add_Water
58.9,60.6,4.8,31.9,Yard_Waste,41,Optimal_No_Action
59.3,46.4,7.4,33.8,Market_Vegetable,24,Optimal_No_Action
71.4,57.0,6.3,21.5,Market_Vegetable,28,Turn_Pile_Aeration
36.3,27.4,7.4,25.5,Mixed_Household,46,Add_Water
44.2,28.4,5.6,17.5,Yard_Waste,50,Add_Water
57.0,63.3,5.6,43.2,Market_Vegetable,35,Optimal_No_Action
68.2,59.5,5.7,30.5,Yard_Waste,38,Turn_Pile_Aeration
38.5,43.5,7.1,38.5,Market_Vegetable,37,Add_Bacillus_Enzyme
52.3,26.8,6.5,32.8,Yard_Waste,45,Add_Water
70.0,20.7,5.9,24.5,Mixed_Household,46,Add_Water
68.7,54.1,6.0,35.5,Mixed_Household,34,Turn_Pile_Aeration
73.0,66.2,4.6,17.0,Mixed_Household,49,Add_Sawdust_Carbon
39.7,75.4,8.3,26.9,Mixed_Household,45,Add_Bacillus_Enzyme
58.3,50.1,6.2,36.1,Market_Vegetable,26,Optimal_No_Action
58.8,52.3,5.1,17.5,Market_Vegetable,32,Add_Sawdust_Carbon
53.0,32.2,7.7,31.1,Mixed_Household,37,Add_Water
56.4,65.8,7.1,34.3,Mixed_Household,30,Turn_Pile_Aeration
61.4,63.8,7.9,16.7,Market_Vegetable,30,Add_Sawdust_Carbon
71.6,27.0,6.9,16.7,Yard_Waste,49,Add_Water
63.4,64.4,5.0,36.2,Yard_Waste,45,Optimal_No_Action
30.5,49.8,5.9,30.5,Yard_Waste,48,Add_Bacillus_Enzyme
41.7,42.3,7.5,41.2,Yard_Waste,49,Optimal_No_Action
69.9,66.3,4.6,39.2,Mixed_Household,48,Turn_Pile_Aeration
53.6,35.8,8.4,33.8,Mixed_Household,41,Add_Water
50.5,41.6,6.5,32.0,Mixed_Household,35,Optimal_No_Action
37.1,66.4,8.1,35.2,Market_Vegetable,40,Add_Bacillus_Enzyme
40.3,50.5,4.7,40.9,Market_Vegetable,45,Optimal_No_Action
32.1,41.8,8.2,20.4,Market_Vegetable,44,Add_Bacillus_Enzyme
54.9,74.8,7.5,27.6,Mixed_Household,33,Turn_Pile_Aeration
41.2,75.0,5.8,39.8,Yard_Waste,50,Turn_Pile_Aeration
46.8,50.1,8.1,20.4,Yard_Waste,43,Optimal_No_Action
74.2,77.2,4.8,29.0,Mixed_Household,47,Turn_Pile_Aeration
64.8,38.6,4.8,28.7,Mixed_Household,40,Add_Water
39.0,53.8,5.7,33.7,Mixed_Household,40,Add_Bacillus_Enzyme
46.6,78.3,8.5,38.3,Yard_Waste,50,Turn_Pile_Aeration
70.5,65.6,5.5,15.2,Mixed_Household,44,Add_Sawdust_Carbon
31.1,52.5,7.0,35.8,Market_Vegetable,35,Add_Bacillus_Enzyme
72.8,20.1,7.1,40.5,Yard_Waste,50,Add_Water
43.8,32.3,8.4,27.6,Market_Vegetable,39,Add_Water
73.8,28.5,5.6,16.3,Market_Vegetable,46,Add_Water
70.4,51.2,7.3,26.2,Yard_Waste,34,Turn_Pile_Aeration
33.8,25.7,5.0,39.6,Market_Vegetable,50,Add_Water
56.6,23.7,7.1,18.9,Mixed_Household,40,Add_Water
41.7,38.9,7.7,36.0,Yard_Waste,48,Add_Water
44.7,47.2,5.4,43.3,Market_Vegetable,42,Optimal_No_Action
65.1,55.1,5.1,19.9,Mixed_Household,36,Add_Sawdust_Carbon
44.1,27.2,5.9,38.1,Mixed_Household,50,Add_Water
43.9,35.9,5.0,19.7,Yard_Waste,50,Add_Water
43.7,62.3,6.9,21.5,Mixed_Household,35,Optimal_No_Action
36.7,62.7,8.4,26.9,Market_Vegetable,37,Add_Bacillus_Enzyme
60.5,35.6,8.5,15.9,Mixed_Household,42,Add_Water
68.5,53.4,6.7,17.8,Market_Vegetable,27,Add_Sawdust_Carbon
66.2,28.4,4.5,39.9,Market_Vegetable,48,Add_Water
35.9,69.4,6.0,33.9,Yard_Waste,50,Add_Bacillus_Enzyme
33.8,55.2,8.2,17.2,Market_Vegetable,40,Add_Sawdust_Carbon
38.9,58.8,7.7,17.8,Mixed_Household,41,Add_Sawdust_Carbon
35.5,76.5,4.7,42.7,Mixed_Household,50,Add_Bacillus_Enzyme
67.0,43.7,4.6,35.5,Market_Vegetable,39,Turn_Pile_Aeration
45.9,74.5,5.6,28.4,Market_Vegetable,37,Turn_Pile_Aeration
31.6,57.2,5.5,23.9,Mixed_Household,45,Add_Bacillus_Enzyme
69.7,48.7,4.9,26.5,Mixed_Household,38,Turn_Pile_Aeration
39.0,73.1,6.6,33.9,Yard_Waste,48,Add_Bacillus_Enzyme
65.8,79.4,7.6,25.8,Yard_Waste,41,Turn_Pile_Aeration
65.2,40.6,6.8,24.6,Mixed_Household,31,Turn_Pile_Aeration
38.1,39.1,5.4,41.9,Mixed_Household,50,Add_Water
32.6,79.5,6.6,38.0,Market_Vegetable,46,Add_Bacillus_Enzyme
73.8,26.0,7.1,23.0,Yard_Waste,47,Add_Water
32.5,79.8,5.4,40.4,Mixed_Household,50,Add_Bacillus_Enzyme
46.0,70.4,7.9,20.3,Yard_Waste,47,Turn_Pile_Aeration
44.3,64.3,5.9,32.7,Yard_Waste,44,Optimal_No_Action
61.5,76.9,6.8,31.9,Market_Vegetable,27,Turn_Pile_Aeration
67.7,68.6,8.4,31.3,Market_Vegetable,33,Turn_Pile_Aeration
52.1,25.4,5.4,21.6,Yard_Waste,50,Add_Water
51.5,39.9,7.0,39.2,Mixed_Household,37,Add_Water
62.3,75.1,7.9,24.7,Market_Vegetable,30,Turn_Pile_Aeration
36.6,62.3,5.1,18.3,Yard_Waste,50,Add_Sawdust_Carbon
68.7,77.6,6.0,43.3,Mixed_Household,47,Turn_Pile_Aeration
56.4,40.2,5.8,44.3,Yard_Waste,48,Optimal_No_Action
72.7,67.5,8.3,34.5,Market_Vegetable,36,Turn_Pile_Aeration
61.8,53.7,8.1,33.4,Mixed_Household,30,Optimal_No_Action
40.0,55.3,5.2,24.2,Yard_Waste,46,Optimal_No_Action
43.3,30.7,4.5,36.1,Yard_Waste,50,Add_Water
47.6,79.7,8.4,16.0,Yard_Waste,50,Add_Sawdust_Carbon
44.3,68.5,6.9,34.2,Market_Vegetable,32,Turn_Pile_Aeration
72.2,28.4,7.5,22.1,Mixed_Household,42,Add_Water
37.6,73.1,4.9,36.3,Yard_Waste,50,Add_Bacillus_Enzyme
62.8,40.1,4.5,21.3,Yard_Waste,48,Optimal_No_Action
33.1,35.4,4.9,15.0,Mixed_Household,50,Add_Water
49.7,45.2,5.2,27.4,Mixed_Household,38,Optimal_No_Action
45.8,42.5,7.8,38.7,Yard_Waste,47,Optimal_No_Action
59.3,61.2,5.2,17.2,Market_Vegetable,33,Add_Sawdust_Carbon
43.3,39.1,8.3,17.2,Market_Vegetable,42,Add_Water
70.0,29.7,4.8,43.3,Market_Vegetable,50,Add_Water
45.2,79.1,8.1,36.1,Mixed_Household,47,Turn_Pile_Aeration
72.4,29.9,8.1,19.7,Market_Vegetable,41,Add_Water
44.9,78.5,6.1,31.6,Yard_Waste,48,Turn_Pile_Aeration
54.3,59.6,5.7,17.9,Mixed_Household,37,Add_Sawdust_Carbon
55.7,70.4,5.1,25.8,Mixed_Household,39,Turn_Pile_Aeration
33.9,69.4,7.0,29.4,Market_Vegetable,34,Add_Bacillus_Enzyme
31.2,30.2,5.7,17.5,Market_Vegetable,50,Add_Water
43.9,43.8,6.5,34.8,Market_Vegetable,34,Optimal_No_Action
58.9,43.3,6.0,26.4,Market_Vegetable,26,Optimal_No_Action
50.1,35.8,6.4,21.8,Mixed_Household,39,Add_Water
55.4,29.1,7.3,17.9,Yard_Waste,45,Add_Water
45.5,52.5,8.4,32.7,Yard_Waste,43,Optimal_No_Action
32.7,43.2,6.6,44.0,Yard_Waste,50,Add_Bacillus_Enzyme
69.0,48.5,8.0,29.3,Market_Vegetable,27,Turn_Pile_Aeration
47.8,71.2,4.6,32.1,Yard_Waste,50,Turn_Pile_Aeration
66.0,60.7,7.0,18.6,Mixed_Household,30,Add_Sawdust_Carbon
37.8,79.1,8.4,39.3,Market_Vegetable,49,Add_Bacillus_Enzyme
31.9,24.7,7.2,21.1,Yard_Waste,50,Add_Water
36.7,55.7,5.8,36.8,Market_Vegetable,38,Add_Bacillus_Enzyme
