temperature_celsius,moisture_percent,ph_level,carbon_nitrogen_ratio,waste_type,days_to_degrade,required_action
33.9,53.4,6.7,40.7,Yard_Waste,47,Add_Bacillus_Enzyme
50.6,72.4,7.6,33.7,Yard_Waste,43,Turn_Pile_Aeration
65.2,26.8,5.1,32.0,Yard_Waste,50,Add_Water
64.1,76.4,8.2,31.9,Market_Vegetable,33,Turn_Pile_Aeration
65.4,72.0,8.0,41.3,Mixed_Household,42,Turn_Pile_Aeration
47.2,49.1,6.9,16.1,Mixed_Household,36,Add_Sawdust_Carbon
48.1,57.1,7.2,27.1,Mixed_Household,28,Optimal_No_Action
70.0,39.9,5.5,37.4,Mixed_Household,44,Add_Water
70.4,21.2,7.8,24.1,Mixed_Household,45,Add_Water
67.9,71.5,7.2,44.2,Market_Vegetable,36,Turn_Pile_Aeration
36.0,78.5,6.3,39.8,Mixed_Household,50,Add_Bacillus_Enzyme
62.8,56.3,4.9,28.3,Mixed_Household,32,Optimal_No_Action
63.3,65.6,8.0,39.6,Yard_Waste,42,Turn_Pile_Aeration
65.6,23.9,7.3,27.1,Yard_Waste,42,Add_Water
69.6,21.7,5.3,40.0,Market_Vegetable,48,Add_Water
41.2,47.4,8.2,36.1,Mixed_Household,43,Optimal_No_Action
46.6,47.9,6.1,42.7,Yard_Waste,47,Optimal_No_Action
31.4,42.3,6.9,20.3,Mixed_Household,44,Add_Bacillus_Enzyme
56.4,41.0,5.2,41.8,Yard_Waste,49,Optimal_No_Action
67.4,25.4,4.6,16.5,Yard_Waste,50,Add_Water
65.1,32.9,5.4,21.8,Market_Vegetable,38,Add_Water
42.1,44.6,4.6,38.4,Yard_Waste,50,Optimal_No_Action
30.4,74.7,7.1,33.0,Market_Vegetable,41,Add_Bacillus_Enzyme
40.1,56.5,8.3,36.4,Yard_Waste,47,Optimal_No_Action
58.9,45.4,6.0,25.5,Mixed_Household,30,Optimal_No_Action
39.8,38.1,6.6,33.7,Yard_Waste,47,Add_Water
34.6,50.7,7.1,40.3,Mixed_Household,42,Add_Bacillus_Enzyme
55.3,55.6,5.6,35.5,Mixed_Household,34,Optimal_No_Action
32.9,79.3,7.1,40.8,Mixed_Household,50,Add_Bacillus_Enzyme
59.5,77.1,7.1,20.7,Yard_Waste,38,Turn_Pile_Aeration
64.4,74.0,7.7,39.1,Yard_Waste,44,Turn_Pile_Aeration
48.2,39.2,5.1,15.8,Mixed_Household,49,Add_Water
74.9,35.6,6.2,26.6,Market_Vegetable,35,Add_Water
56.2,79.7,7.8,25.3,Yard_Waste,42,Turn_Pile_Aeration
40.0,52.1,7.6,42.2,Yard_Waste,47,Optimal_No_Action
46.1,38.0,5.2,34.7,Yard_Waste,50,Add_Water
38.2,25.9,5.0,22.8,Yard_Waste,50,Add_Water
64.3,31.0,7.2,25.1,Market_Vegetable,29,Add_Water
40.0,33.4,8.0,27.6,Mixed_Household,43,Add_Water
46.7,55.1,6.4,18.5,Market_Vegetable,30,Add_Sawdust_Carbon
69.0,55.0,8.3,17.1,Market_Vegetable,32,Add_Sawdust_Carbon
52.5,72.0,6.0,24.0,Market_Vegetable,32,Turn_Pile_Aeration
69.2,29.0,8.5,25.3,Yard_Waste,49,Add_Water
70.2,79.2,5.1,40.9,Market_Vegetable,47,Turn_Pile_Aeration
65.1,49.3,7.0,20.3,Yard_Waste,34,Turn_Pile_Aeration
32.6,47.1,5.3,38.2,Yard_Waste,50,Add_Bacillus_Enzyme
64.4,49.4,7.6,17.6,Yard_Waste,38,Add_Sawdust_Carbon
49.5,45.8,6.2,29.3,Market_Vegetable,28,Optimal_No_Action
31.7,32.0,6.0,15.4,Mixed_Household,50,Add_Water
64.1,51.9,4.6,15.1,Yard_Waste,48,Add_Sawdust_Carbon
41.2,61.6,5.9,18.9,Mixed_Household,43,Add_Sawdust_Carbon
52.7,38.4,4.8,16.4,Mixed_Household,48,Add_Water
50.5,51.2,6.6,28.0,Yard_Waste,33,Optimal_No_Action
74.8,40.6,8.1,25.8,Market_Vegetable,34,Turn_Pile_Aeration
37.4,74.4,7.7,15.6,Market_Vegetable,45,Add_Sawdust_Carbon
62.7,27.9,7.4,32.7,Market_Vegetable,32,Add_Water
35.5,62.7,7.7,26.3,Yard_Waste,44,Add_Bacillus_Enzyme
41.5,52.1,4.7,44.8,Yard_Waste,50,Optimal_No_Action
34.9,70.2,4.7,18.5,Mixed_Household,50,Add_Sawdust_Carbon
47.1,52.8,6.4,19.6,Yard_Waste,40,Add_Sawdust_Carbon
60.9,20.6,6.2,18.0,Yard_Waste,49,Add_Water
42.1,56.3,5.0,39.9,Market_Vegetable,41,Optimal_No_Action
53.0,57.1,5.6,38.5,Mixed_Household,37,Optimal_No_Action
38.9,32.0,5.6,30.7,Market_Vegetable,43,Add_Water
46.1,44.6,5.1,31.4,Market_Vegetable,37,Optimal_No_Action
61.0,48.8,5.4,15.4,Market_Vegetable,33,Add_Sawdust_Carbon
70.8,70.1,7.2,19.5,Market_Vegetable,32,Add_Sawdust_Carbon
65.1,24.5,7.4,42.1,Yard_Waste,50,Add_Water
40.4,79.3,5.7,28.9,Market_Vegetable,41,Turn_Pile_Aeration
66.6,72.4,7.9,25.8,Yard_Waste,41,Turn_Pile_Aeration
44.1,64.3,4.9,37.7,Market_Vegetable,42,Optimal_No_Action
30.4,28.3,7.1,24.9,Mixed_Household,47,Add_Water
73.0,36.1,7.4,26.2,Mixed_Household,37,Add_Water
38.2,44.0,8.3,23.2,Mixed_Household,44,Add_Bacillus_Enzyme
61.0,48.7,6.2,41.6,Market_Vegetable,30,Optimal_No_Action
35.1,61.8,4.7,43.3,Market_Vegetable,50,Add_Bacillus_Enzyme
34.7,74.7,6.4,32.1,Mixed_Household,45,Add_Bacillus_Enzyme
38.2,42.8,5.9,15.9,Yard_Waste,50,Add_Sawdust_Carbon
69.6,63.6,8.1,29.5,Mixed_Household,34,Turn_Pile_Aeration
35.1,44.7,4.7,22.8,Mixed_Household,50,Add_Bacillus_Enzyme
30.6,72.1,6.6,37.3,Yard_Waste,50,Add_Bacillus_Enzyme
55.4,78.7,7.2,25.1,Yard_Waste,39,Turn_Pile_Aeration
61.0,57.1,6.2,36.8,Mixed_Household,30,Optimal_No_Action
45.6,60.6,6.0,40.2,Yard_Waste,46,Optimal_No_Action
70.1,56.8,4.5,43.0,Yard_Waste,50,Turn_Pile_Aeration
68.2,71.1,8.0,17.2,Mixed_Household,42,Add_Sawdust_Carbon
44.4,39.9,5.6,30.2,Yard_Waste,47,Add_Water
58.9,44.2,5.4,28.8,Yard_Waste,38,Optimal_No_Action
50.2,71.4,6.3,18.6,Mixed_Household,40,Add_Sawdust_Carbon
63.5,21.1,6.1,16.1,Yard_Waste,50,Add_Water
30.0,25.5,6.9,33.6,Mixed_Household,50,Add_Water
70.1,53.7,7.1,28.7,Mixed_Household,26,Turn_Pile_Aeration
46.4,23.3,5.4,28.6,Yard_Waste,50,Add_Water
64.5,56.0,7.4,25.9,Mixed_Household,25,Optimal_No_Action
35.1,65.6,5.4,25.2,Yard_Waste,50,Add_Bacillus_Enzyme
73.4,37.5,6.6,36.1,Market_Vegetable,35,Add_Water
70.4,49.5,7.8,37.3,Mixed_Household,36,Turn_Pile_Aeration
34.8,56.7,5.3,42.9,Mixed_Household,50,Add_Bacillus_Enzyme
39.7,69.5,5.3,25.1,Mixed_Household,46,Add_Bacillus_Enzyme
32.1,58.0,7.2,18.7,Mixed_Household,41,Add_Sawdust_Carbon
50.6,55.4,6.5,43.9,Market_Vegetable,31,Optimal_No_Action
53.9,22.9,8.2,40.2,Mixed_Household,49,Add_Water
71.6,66.9,8.1,35.8,Market_Vegetable,35,Turn_Pile_Aeration
62.9,27.7,6.0,33.0,Mixed_Household,40,Add_Water
52.7,43.1,8.4,42.5,Market_Vegetable,39,Optimal_No_Action
42.3,77.8,8.4,28.6,Market_Vegetable,40,Turn_Pile_Aeration
36.2,56.2,8.0,30.4,Yard_Waste,43,Add_Bacillus_Enzyme
54.7,38.8,7.4,31.6,Market_Vegetable,28,Add_Water
39.0,57.5,5.7,25.4,Yard_Waste,44,Add_Bacillus_Enzyme
36.0,62.6,8.4,20.3,Yard_Waste,50,Add_Bacillus_Enzyme
61.2,39.3,5.0,25.6,Mixed_Household,38,Add_Water
56.2,76.6,7.3,35.2,Yard_Waste,41,Turn_Pile_Aeration
42.9,70.8,7.7,30.7,Market_Vegetable,34,Turn_Pile_Aeration
47.1,23.2,4.7,23.0,Market_Vegetable,48,Add_Water
74.3,61.0,5.1,16.9,Mixed_Household,45,Add_Sawdust_Carbon
39.2,52.5,5.9,28.6,Yard_Waste,42,Add_Bacillus_Enzyme
69.1,64.4,8.0,37.3,Yard_Waste,43,Turn_Pile_Aeration
47.5,50.7,7.7,35.9,Yard_Waste,41,Optimal_No_Action
59.9,75.6,6.1,43.7,Yard_Waste,47,Turn_Pile_Aeration
44.1,53.1,4.6,22.5,Yard_Waste,49,Optimal_No_Action
69.1,71.6,6.3,21.8,Yard_Waste,43,Turn_Pile_Aeration
61.7,58.9,7.5,31.4,Yard_Waste,31,Optimal_No_Action
38.8,63.5,5.3,28.5,Yard_Waste,47,Add_Bacillus_Enzyme
33.4,77.7,7.4,18.6,Market_Vegetable,45,Add_Sawdust_Carbon
49.3,53.4,5.0,32.5,Mixed_Household,38,Optimal_No_Action
30.3,48.0,8.2,16.2,Mixed_Household,50,Add_Sawdust_Carbon
56.9,66.4,7.0,40.3,Mixed_Household,33,Turn_Pile_Aeration
52.1,54.4,5.9,38.5,Mixed_Household,35,Optimal_No_Action
53.6,77.4,6.6,38.6,Market_Vegetable,35,Turn_Pile_Aeration
48.7,52.2,4.9,21.6,Market_Vegetable,36,Optimal_No_Action
59.9,39.9,5.7,43.5,Yard_Waste,46,Add_Water
53.9,79.8,7.8,44.4,Market_Vegetable,41,Turn_Pile_Aeration
35.2,40.8,5.5,34.3,Yard_Waste,50,Add_Bacillus_Enzyme
41.0,22.4,8.0,26.4,Market_Vegetable,43,Add_Water
47.4,52.4,5.6,42.3,Mixed_Household,42,Optimal_No_Action
53.1,50.5,6.4,23.9,Yard_Waste,35,Optimal_No_Action
38.7,50.8,8.3,20.0,Yard_Waste,48,Add_Bacillus_Enzyme
54.0,57.6,5.3,33.9,Market_Vegetable,31,Optimal_No_Action
68.9,45.5,4.9,31.1,Yard_Waste,45,Turn_Pile_Aeration
69.5,64.5,6.2,39.5,Market_Vegetable,34,Turn_Pile_Aeration
63.6,29.2,6.3,25.0,Market_Vegetable,32,Add_Water
33.3,30.7,5.5,17.1,Market_Vegetable,50,Add_Water
71.0,44.5,6.3,27.1,Mixed_Household,33,Turn_Pile_Aeration
30.8,60.4,6.6,34.2,Yard_Waste,47,Add_Bacillus_Enzyme
32.8,64.8,4.7,40.4,Mixed_Household,50,Add_Bacillus_Enzyme
71.8,26.4,7.6,24.0,Market_Vegetable,37,Add_Water
42.7,75.6,6.0,39.7,Market_Vegetable,43,Turn_Pile_Aeration
51.3,52.0,5.0,26.7,Yard_Waste,41,Optimal_No_Action
43.3,58.0,5.7,41.6,Yard_Waste,49,Optimal_No_Action
59.2,77.4,4.5,41.2,Market_Vegetable,44,Turn_Pile_Aeration
35.5,20.3,6.9,31.1,Market_Vegetable,43,Add_Water
43.7,64.9,8.1,25.3,Mixed_Household,39,Optimal_No_Action
70.8,71.1,5.1,20.5,Yard_Waste,50,Turn_Pile_Aeration
67.6,31.7,5.2,39.0,Market_Vegetable,43,Add_Water
68.3,75.9,8.5,28.8,Yard_Waste,45,Turn_Pile_Aeration
33.3,60.3,5.5,20.9,Yard_Waste,50,Add_Bacillus_Enzyme
51.9,39.9,5.0,34.7,Market_Vegetable,39,Add_Water
42.8,24.2,5.3,29.6,Mixed_Household,50,Add_Water
57.7,38.3,6.8,32.0,Mixed_Household,31,Add_Water
66.3,77.5,5.2,24.4,Market_Vegetable,38,Turn_Pile_Aeration
62.0,58.5,5.6,25.8,Yard_Waste,35,Optimal_No_Action
63.0,72.7,6.4,25.8,Mixed_Household,32,Turn_Pile_Aeration
51.9,26.5,7.1,17.5,Mixed_Household,42,Add_Water
68.6,28.4,6.7,22.9,Yard_Waste,44,Add_Water
33.4,24.5,4.6,30.2,Market_Vegetable,50,Add_Water
66.6,54.7,7.6,21.4,Market_Vegetable,25,Turn_Pile_Aeration
54.8,52.6,8.5,29.2,Market_Vegetable,26,Optimal_No_Action
46.5,33.4,7.6,37.0,Mixed_Household,43,Add_Water
36.0,50.1,4.9,25.9,Market_Vegetable,40,Add_Bacillus_Enzyme
59.8,70.9,7.7,33.4,Market_Vegetable,28,Turn_Pile_Aeration
64.1,28.4,5.1,32.0,Yard_Waste,49,Add_Water
59.7,78.1,7.4,29.5,Mixed_Household,32,Turn_Pile_Aeration
31.8,65.7,5.4,22.9,Market_Vegetable,44,Add_Bacillus_Enzyme
31.9,32.4,8.1,25.8,Mixed_Household,49,Add_Water
71.3,72.9,4.7,34.5,Market_Vegetable,43,Turn_Pile_Aeration
61.7,51.3,7.8,40.0,Mixed_Household,33,Optimal_No_Action
56.0,54.2,6.0,26.4,Yard_Waste,33,Optimal_No_Action
59.4,70.1,6.6,26.3,Market_Vegetable,24,Turn_Pile_Aeration
53.2,41.2,8.0,29.6,Mixed_Household,34,Optimal_No_Action
69.9,20.4,8.0,28.2,Market_Vegetable,38,Add_Water
33.5,58.6,5.3,20.6,Mixed_Household,47,Add_Bacillus_Enzyme
57.1,69.0,7.1,27.4,Mixed_Household,27,Turn_Pile_Aeration
62.4,48.9,6.4,21.3,Market_Vegetable,25,Optimal_No_Action
59.1,44.7,5.5,18.8,Yard_Waste,42,Add_Sawdust_Carbon
37.3,57.8,4.7,32.2,Market_Vegetable,41,Add_Bacillus_Enzyme
37.5,75.3,6.6,27.2,Yard_Waste,46,Add_Bacillus_Enzyme
58.7,72.7,7.4,39.6,Market_Vegetable,31,Turn_Pile_Aeration
39.7,56.4,6.4,29.5,Market_Vegetable,29,Add_Bacillus_Enzyme
67.4,56.1,7.7,39.6,Market_Vegetable,29,Turn_Pile_Aeration
58.0,50.6,5.2,35.6,Mixed_Household,36,Optimal_No_Action
56.8,24.1,6.0,19.0,Market_Vegetable,39,Add_Water
39.1,71.6,6.5,27.6,Market_Vegetable,34,Add_Bacillus_Enzyme
57.2,30.6,8.1,33.0,Yard_Waste,44,Add_Water
52.6,27.1,6.4,18.9,Yard_Waste,48,Add_Water
54.3,20.1,8.3,35.4,Mixed_Household,47,Add_Water
53.5,42.2,4.7,30.9,Market_Vegetable,36,Optimal_No_Action
72.2,48.9,7.6,25.5,Yard_Waste,38,Turn_Pile_Aeration
70.9,70.2,6.8,27.8,Mixed_Household,32,Turn_Pile_Aeration
51.5,34.0,7.9,23.5,Yard_Waste,44,Add_Water
48.4,31.3,7.3,38.7,Yard_Waste,48,Add_Water
53.5,51.2,6.0,21.2,Mixed_Household,33,Optimal_No_Action
48.4,26.4,6.2,32.6,Mixed_Household,44,Add_Water
68.5,45.4,6.0,23.3,Yard_Waste,40,Turn_Pile_Aeration
47.9,32.2,6.7,31.7,Market_Vegetable,33,Add_Water
46.7,53.3,5.5,24.2,Mixed_Household,37,Optimal_No_Action
64.8,43.9,5.1,40.9,Market_Vegetable,39,Optimal_No_Action
63.7,46.8,7.3,19.9,Market_Vegetable,26,Add_Sawdust_Carbon
52.9,67.2,7.7,33.4,Yard_Waste,40,Turn_Pile_Aeration
61.8,29.6,8.4,15.2,Market_Vegetable,40,Add_Water
67.0,48.3,6.9,17.6,Mixed_Household,32,Add_Sawdust_Carbon
40.0,24.8,4.7,26.5,Mixed_Household,50,Add_Water
57.6,51.3,7.3,32.9,Market_Vegetable,22,Optimal_No_Action
58.8,46.3,5.3,34.7,Yard_Waste,41,Optimal_No_Action
42.9,22.0,6.9,30.5,Market_Vegetable,38,Add_Water
57.7,60.4,5.9,34.7,Market_Vegetable,27,Optimal_No_Action
33.9,36.6,6.1,35.1,Mixed_Household,49,Add_Water
56.4,51.1,7.4,17.1,Market_Vegetable,26,Add_Sawdust_Carbon
54.7,63.6,6.7,32.5,Mixed_Household,30,Optimal_No_Action
73.3,36.6,6.9,20.8,Mixed_Household,38,Add_Water
55.9,35.7,6.1,18.2,Market_Vegetable,35,Add_Water
52.6,40.4,5.0,30.4,Mixed_Household,40,Optimal_No_Action
69.4,68.8,6.8,35.8,Mixed_Household,35,Turn_Pile_Aeration
55.3,66.2,7.5,43.8,Mixed_Household,38,Turn_Pile_Aeration
60.7,73.8,7.9,29.5,Mixed_Household,33,Turn_Pile_Aeration
33.0,58.0,8.5,35.3,Market_Vegetable,41,Add_Bacillus_Enzyme
66.0,44.7,5.9,31.1,Yard_Waste,39,Turn_Pile_Aeration
67.4,34.9,4.9,35.2,Mixed_Household,46,Add_Water
33.4,75.9,6.4,25.6,Yard_Waste,50,Add_Bacillus_Enzyme
42.1,76.8,7.2,42.3,Mixed_Household,47,Turn_Pile_Aeration
63.2,34.1,5.5,23.0,Market_Vegetable,35,Add_Water
39.1,35.0,7.0,19.7,Market_Vegetable,38,Add_Water
35.4,24.7,8.3,29.8,Market_Vegetable,47,Add_Water
64.4,52.5,4.7,29.5,Yard_Waste,40,Optimal_No_Action
44.2,73.9,8.0,32.2,Mixed_Household,42,Turn_Pile_Aeration
52.1,79.1,8.2,23.4,Market_Vegetable,37,Turn_Pile_Aeration
63.8,27.7,6.6,27.7,Yard_Waste,40,Add_Water
31.5,40.8,7.9,38.3,Mixed_Household,50,Add_Bacillus_Enzyme
73.9,61.9,6.3,35.7,Market_Vegetable,32,Turn_Pile_Aeration
60.3,42.8,4.9,25.8,Mixed_Household,36,Optimal_No_Action
38.4,35.8,5.6,43.8,Mixed_Household,50,Add_Water
46.5,49.9,5.3,36.0,Mixed_Household,42,Optimal_No_Action
46.4,44.0,6.3,32.1,Yard_Waste,42,Optimal_No_Action
60.9,68.9,7.4,39.1,Yard_Waste,39,Turn_Pile_Aeration
49.4,42.9,5.1,43.8,Market_Vegetable,44,Optimal_No_Action
51.3,20.6,6.2,19.0,Yard_Waste,50,Add_Water
53.3,63.2,7.6,24.0,Yard_Waste,37,Optimal_No_Action
68.6,22.9,4.9,19.9,Market_Vegetable,47,Add_Water
66.6,48.6,7.0,28.5,Mixed_Household,26,Turn_Pile_Aeration
41.7,41.6,6.7,39.3,Mixed_Household,42,Optimal_No_Action
30.9,27.3,8.0,43.9,Market_Vegetable,50,Add_Water
56.0,59.0,6.7,44.4,Mixed_Household,34,Optimal_No_Action
46.0,60.4,6.4,37.1,Market_Vegetable,32,Optimal_No_Action
47.1,37.2,7.0,19.3,Market_Vegetable,33,Add_Water
58.8,75.7,6.2,33.4,Mixed_Household,36,Turn_Pile_Aeration
68.2,24.3,5.1,21.8,Mixed_Household,49,Add_Water
59.4,62.6,6.9,26.9,Mixed_Household,24,Optimal_No_Action
65.1,76.3,7.5,30.6,Mixed_Household,35,Turn_Pile_Aeration
48.6,31.0,4.6,36.8,Yard_Waste,50,Add_Water
41.3,64.6,7.5,21.3,Mixed_Household,39,Optimal_No_Action
34.6,23.8,8.0,31.5,Market_Vegetable,47,Add_Water
64.7,51.4,8.5,18.1,Yard_Waste,42,Add_Sawdust_Carbon
37.0,59.3,8.0,24.3,Market_Vegetable,35,Add_Bacillus_Enzyme
63.2,46.6,5.0,30.8,Market_Vegetable,31,Optimal_No_Action
31.3,59.8,7.9,24.8,Mixed_Household,42,Add_Bacillus_Enzyme
51.0,72.3,8.2,31.5,Market_Vegetable,34,Turn_Pile_Aeration
73.6,61.9,5.2,32.9,Yard_Waste,46,Turn_Pile_Aeration
63.7,72.6,6.2,34.2,Yard_Waste,41,Turn_Pile_Aeration
43.9,40.8,6.7,39.1,Mixed_Household,41,Optimal_No_Action
43.9,44.7,5.1,15.3,Yard_Waste,50,Add_Sawdust_Carbon
66.7,70.9,5.9,29.1,Market_Vegetable,30,Turn_Pile_Aeration
60.9,49.5,7.5,24.0,Mixed_Household,27,Optimal_No_Action
65.9,55.8,7.7,31.4,Market_Vegetable,23,Turn_Pile_Aeration
48.5,53.6,6.1,19.9,Yard_Waste,40,Add_Sawdust_Carbon
59.1,69.7,5.4,17.4,Yard_Waste,45,Add_Sawdust_Carbon
40.8,65.9,8.1,39.2,Yard_Waste,50,Turn_Pile_Aeration
42.2,58.9,6.6,23.1,Market_Vegetable,30,Optimal_No_Action
68.4,30.9,5.7,34.1,Yard_Waste,49,Add_Water
50.4,62.0,6.5,24.6,Market_Vegetable,27,Optimal_No_Action
32.2,52.1,5.2,18.1,Mixed_Household,49,Add_Sawdust_Carbon
35.6,46.3,4.5,17.7,Market_Vegetable,49,Add_Sawdust_Carbon
52.2,40.5,5.7,39.0,Mixed_Household,42,Optimal_No_Action
50.9,67.5,5.8,40.3,Market_Vegetable,37,Turn_Pile_Aeration
32.5,66.5,4.8,29.1,Market_Vegetable,45,Add_Bacillus_Enzyme
70.3,35.0,6.0,15.4,Yard_Waste,50,Add_Water
41.2,66.3,6.3,37.1,Market_Vegetable,37,Turn_Pile_Aeration
39.0,64.1,4.9,35.0,Market_Vegetable,43,Add_Bacillus_Enzyme
51.3,60.9,5.7,24.7,Yard_Waste,40,Optimal_No_Action
62.8,64.7,6.7,18.7,Mixed_Household,32,Add_Sawdust_Carbon
58.7,31.9,8.1,40.9,Market_Vegetable,38,Add_Water
73.8,34.2,6.2,15.5,Mixed_Household,46,Add_Water
56.3,43.7,5.5,44.1,Yard_Waste,48,Optimal_No_Action
65.3,48.5,6.9,26.1,Market_Vegetable,21,Turn_Pile_Aeration
41.2,50.0,7.2,25.2,Yard_Waste,39,Optimal_No_Action
32.7,41.3,5.1,31.1,Market_Vegetable,45,Add_Bacillus_Enzyme
35.7,34.0,8.4,38.7,Mixed_Household,50,Add_Water
66.2,46.3,5.3,35.7,Mixed_Household,39,Turn_Pile_Aeration
62.6,35.0,4.7,36.2,Yard_Waste,50,Add_Water
43.3,61.8,5.3,20.6,Mixed_Household,44,Optimal_No_Action
44.6,48.1,8.0,33.0,Yard_Waste,43,Optimal_No_Action
37.2,51.9,6.3,39.6,Yard_Waste,48,Add_Bacillus_Enzyme
46.5,20.0,7.1,26.4,Market_Vegetable,37,Add_Water
69.7,57.2,6.0,33.6,Mixed_Household,34,Turn_Pile_Aeration
62.4,59.5,6.7,26.6,Yard_Waste,30,Optimal_No_Action
60.7,65.9,5.1,23.5,Mixed_Household,36,Turn_Pile_Aeration
58.8,26.6,6.6,17.0,Market_Vegetable,35,Add_Water
38.0,21.9,4.9,20.7,Market_Vegetable,50,Add_Water
55.7,70.2,7.1,30.8,Yard_Waste,35,Turn_Pile_Aeration
56.6,22.9,5.4,36.5,Market_Vegetable,42,Add_Water
71.9,32.5,6.5,41.7,Market_Vegetable,40,Add_Water
51.1,58.3,5.9,37.3,Mixed_Household,36,Optimal_No_Action
67.0,67.7,4.7,33.5,Yard_Waste,48,Turn_Pile_Aeration
31.8,24.2,5.7,43.3,Yard_Waste,50,Add_Water
34.4,63.5,6.6,20.7,Yard_Waste,47,Add_Bacillus_Enzyme
59.6,54.2,8.3,31.8,Yard_Waste,34,Optimal_No_Action
48.7,26.3,7.1,25.7,Mixed_Household,39,Add_Water
61.6,45.6,4.9,38.8,Yard_Waste,46,Optimal_No_Action
48.1,40.3,5.1,45.0,Mixed_Household,50,Optimal_No_Action
72.0,74.1,6.7,44.9,Mixed_Household,45,Turn_Pile_Aeration
48.6,58.0,7.8,24.7,Market_Vegetable,27,Optimal_No_Action
55.3,32.8,7.6,42.8,Mixed_Household,43,Add_Water
46.2,47.1,8.3,15.0,Market_Vegetable,39,Add_Sawdust_Carbon
74.2,55.7,6.6,44.8,Mixed_Household,39,Turn_Pile_Aeration
30.3,79.1,5.4,24.4,Yard_Waste,50,Add_Bacillus_Enzyme
67.0,75.1,6.5,32.1,Yard_Waste,41,Turn_Pile_Aeration
37.0,22.3,5.9,19.2,Mixed_Household,50,Add_Water
70.0,35.0,5.5,24.0,Yard_Waste,47,Add_Water
48.0,75.1,7.4,36.7,Mixed_Household,41,Turn_Pile_Aeration
37.8,69.5,7.3,32.3,Market_Vegetable,35,Add_Bacillus_Enzyme
56.8,38.0,7.4,32.3,Market_Vegetable,27,Add_Water
65.1,75.3,5.8,41.4,Mixed_Household,44,Turn_Pile_Aeration
48.7,72.1,8.0,21.8,Yard_Waste,46,Turn_Pile_Aeration
68.2,75.7,7.0,34.0,Market_Vegetable,30,Turn_Pile_Aeration
